17
893 920
184 106 269
545 464 -288
210 402 -236
84 704 -360
628 558 -768
858 842 28
336 249 782
259 81 506
458 304 559
160 349 -750
152 419 895
421 444 -529
923 602 363
754 887 367
512 421 96
115 374 -569
322 138 -184
695 911 900
569 502 -986
48 328 -785
30 159 -368
578 711 628
467 484 -682
775 486 821
197 534 70
892 184 -872
796 483 446
77 468 276
260 457 -634
850 472 -76
146 607 -513
877 765 -83
593 655 727
55 47 858
641 422 -980
797 780 -851
797 302 526
530 825 -957
780 284 -733
389 877 147
829 758 759
510 679 905
730 97 484
327 323 717
694 46 -732
443 787 -883
46 364 -607
375 559 706
291 617 -836
446 263 -926
819 48 -899
755 862 439
90 525 -35
382 359 90
782 652 -879
97 772 527
313 328 -911
445 899 992
632 179 66
50 892 -250
546 297 952
677 726 -299
99 101 553
298 146 -469
75 710 705
672 269 466
145 392 -842
367 112 399
165 836 507
358 878 -188
334 380 14
262 531 841
556 879 -474
352 783 219
229 183 -99
454 877 6
95 569 -852
673 894 74
799 374 -713
636 435 740
131 278 -969
557 61 -406
618 756 919
235 266 223
76 153 705
216 188 -436
654 881 -132
200 765 -144
128 6 866
62 261 -784
3 519 769
643 483 979
569 239 571
836 31 -819
363 461 -393
815 522 -702
701 922 -745
898 207 8
98 693 -731
759 567 111
396 731 175
52 761 316
673 580 -447
261 638 180
269 482 783
913 39 -387
416 887 -875
705 557 -587
792 881 -681
701 29 207
135 90 343
37 316 732
854 717 419
71 47 547
785 444 -570
108 110 326
750 128 -881
624 195 -890
859 610 534
432 483 611
623 550 483
349 195 691
396 691 -511
570 376 -325
918 443 -720
817 777 -888
651 388 731
578 44 -414
415 519 -407
495 313 -299
761 33 253
272 894 -252
483 873 -342
661 264 -70
37 556 -1000
717 318 304
324 697 -437
819 211 -657
134 366 -634
884 129 584
431 409 682
710 656 767
595 476 177
724 474 -615
19 725 -351
810 185 711
498 336 154
795 874 108
784 412 208
858 273 -452
51 206 -774
113 785 -637
678 684 -565
470 264 -699
666 117 -34
208 550 775
758 863 -661
423 645 33
180 37 196
649 703 363
711 426 -167
369 388 -48
592 103 -430
823 79 373
604 193 913
515 70 -436
112 655 13
655 654 -97
764 890 -71
411 5 680
708 669 953
922 751 55
656 192 506
590 529 -740
191 888 -101
525 712 -47
507 547 -701
658 594 -310
442 313 -442
155 555 -370
796 466 379
389 756 543
511 824 267
872 449 174
36 255 -48
762 890 516
386 242 539
865 563 -768
737 287 -259
643 38 -713
364 85 -912
828 267 832
782 264 116
82 495 484
394 757 137
363 848 522
154 631 -759
456 664 -96
273 38 994
470 682 -886
845 302 851
831 871 492
788 256 -626
901 890 -105
817 649 689
41 621 152
473 880 -936
134 584 -322
903 134 603
42 182 -510
578 136 616
648 332 -181
24 821 535
822 725 964
450 557 -342
337 917 722
86 405 72
509 389 804
834 732 -939
96 524 145
200 891 824
650 742 728
747 95 -384
854 841 -501
658 591 474
433 469 299
663 266 200
378 333 681
222 154 -643
693 428 -536
188 347 -305
244 200 -293
835 10 893
579 268 336
470 675 -270
74 435 -23
759 124 806
691 665 698
135 260 220
294 258 722
205 503 846
329 224 327
793 868 -669
249 873 -491
277 169 226
740 373 -278
379 243 655
66 372 -791
551 506 -554
2 750 312
1 671 622
815 567 -163
166 439 -611
841 811 831
107 378 733
63 482 4
852 45 742
440 200 -876
771 774 -740
562 191 -282
257 901 641
89 179 -202
283 514 506
165 346 -309
900 644 -157
464 508 -201
131 696 -469
94 844 967
381 47 402
187 94 -493
45 386 -772
509 562 601
806 758 280
752 889 -534
680 467 -556
585 852 -651
906 667 -623
347 766 386
258 574 -810
568 75 378
361 659 152
127 145 -771
145 304 -375
419 332 -211
550 920 -183
559 390 93
646 153 -268
823 22 446
694 778 -918
104 340 -150
667 65 -446
402 488 454
522 657 -226
91 664 -567
307 560 -531
301 722 792
641 23 -7
228 421 -763
472 559 45
314 833 860
207 512 629
462 247 -839
868 139 -198
909 706 327
62 787 -238
187 878 623
886 628 -566
542 744 348
737 423 471
477 871 -268
336 565 -442
43 468 -876
95 884 -173
590 734 -707
552 819 -558
214 541 -165
664 272 118
353 214 -901
702 318 34
917 422 987
19 67 -440
559 445 192
630 591 456
585 807 224
587 441 478
273 828 -162
69 389 -276
649 782 961
845 89 636
232 150 64
488 349 -305
38 291 816
260 506 -165
329 737 188
685 482 940
372 186 687
759 125 -147
798 686 -536
139 624 -670
779 211 -920
261 262 648
795 198 855
20 243 -166
641 194 652
145 290 276
169 197 -540
896 833 627
594 799 566
87 442 -499
644 874 -625
592 796 -884
845 601 -736
895 770 -987
409 670 883
883 138 -404
497 852 -77
155 260 536
139 290 573
161 540 -331
646 628 55
842 277 -977
188 347 626
13 576 -132
718 672 -252
760 460 -585
215 140 586
177 332 814
888 791 185
61 479 9
332 854 500
460 696 -233
825 201 -157
89 389 930
383 907 -856
348 569 -40
442 849 -729
770 721 790
434 499 279
367 133 73
92 290 618
834 396 -938
102 462 381
190 433 -729
219 462 -166
913 186 -589
405 512 67
676 630 409
393 562 -913
696 499 -944
599 404 -824
214 427 990
17 300 -797
903 524 -470
33 268 -353
233 431 699
146 356 156
391 255 -14
380 105 889
663 394 959
12 159 78
853 322 -222
441 726 -209
84 115 287
119 662 -972
632 677 -333
104 684 456
243 799 -201
283 565 582
348 815 -897
514 479 -302
26 891 299
328 785 593
637 896 -399
649 642 -974
787 583 193
340 330 813
277 403 836
417 589 384
288 713 915
640 912 541
60 729 -811
462 59 800
670 622 -611
445 476 450
725 699 -362
183 737 361
663 204 85
121 580 54
249 87 -19
131 52 520
161 129 -45
31 338 856
20 199 -503
887 276 -900
352 78 -610
864 138 310
644 184 750
742 902 647
819 486 -596
863 681 -486
53 627 -523
236 780 370
89 578 -702
742 352 -960
412 748 -758
481 576 255
716 260 -236
896 666 -373
800 497 -727
26 848 286
399 288 137
241 248 93
52 386 672
392 155 -525
756 655 -679
672 221 832
804 355 500
792 180 650
801 385 -201
225 365 -816
279 269 -850
921 611 119
710 896 70
290 723 -890
261 772 167
916 467 191
521 628 838
466 90 582
900 880 106
619 698 419
707 665 644
610 817 -136
314 351 611
325 500 -727
293 117 291
21 865 -912
885 880 442
671 58 959
369 120 204
268 759 924
467 239 -411
883 746 238
252 388 -132
2 37 -296
85 604 83
783 24 75
671 905 -139
20 92 -814
551 129 482
59 142 -560
447 34 910
888 417 710
351 589 -758
751 387 616
625 533 -465
258 617 -895
275 365 149
80 919 443
417 853 -260
36 429 -978
386 109 633
413 838 -12
618 153 -622
178 862 -906
541 283 -829
575 600 -148
773 181 49
637 208 352
162 781 55
752 803 354
500 70 -944
428 741 -176
31 849 -952
579 883 780
844 810 -553
618 320 -171
663 147 -694
276 434 937
376 193 -228
160 677 -811
131 404 686
617 340 -34
298 697 83
576 906 504
625 217 -826
176 152 -383
737 16 544
690 724 24
4 391 192
600 110 945
378 784 -363
741 363 -500
624 60 703
834 710 -858
171 107 524
152 413 456
471 276 -319
243 280 -684
743 107 975
468 375 291
718 846 -209
199 374 151
5 362 14
67 125 -341
562 293 614
371 692 862
193 180 387
109 237 -27
343 199 553
829 117 711
7 249 -103
587 337 -874
496 278 645
237 4 631
690 298 -116
717 144 110
483 267 -900
704 762 865
618 611 551
84 276 224
772 328 47
757 584 517
820 639 440
397 260 -125
83 415 -598
502 518 318
405 394 -480
772 246 -912
566 389 -634
673 132 -443
570 846 -111
814 596 529
526 12 662
608 738 795
605 845 676
338 281 799
590 97 -155
417 687 -675
136 476 510
547 922 582
385 672 -439
703 104 710
484 357 321
202 234 580
248 277 2
401 644 51
344 745 40
226 288 -945
248 526 808
487 11 -595
374 198 374
410 573 561
424 414 495
61 44 59
282 224 -997
17 477 -204
63 629 -274
381 721 -958
793 1 858
709 408 -335
334 150 768
371 298 -283
643 700 -214
13 222 -488
887 461 472
818 841 90
240 668 664
74 392 -976
908 872 104
342 192 -538
178 756 800
138 362 -226
289 831 -32
508 871 -926
130 696 301
299 415 -886
278 155 -272
678 241 392
310 891 -54
183 275 433
635 248 737
439 632 224
895 661 151
568 92 382
548 238 75
108 564 -594
857 704 994
59 423 163
75 794 401
860 611 516
223 338 272
359 391 -924
227 383 866
615 707 291
590 60 168
731 601 67
524 106 462
246 715 -840
781 783 99
822 817 -807
609 781 931
595 762 -242
676 422 634
684 536 417
554 204 -530
477 723 -200
245 184 -592
83 673 -73
561 169 -658
37 877 -466
224 357 -878
557 686 437
640 403 988
431 195 -968
463 873 -160
206 14 -782
514 587 276
191 800 311
289 664 808
359 298 -810
356 54 -874
458 568 131
848 690 416
707 865 -429
130 481 612
495 536 -316
697 148 -807
373 380 28
195 485 -434
650 398 -299
34 518 -194
837 774 -996
608 464 -109
249 842 -575
349 345 -555
474 30 -199
612 812 -213
451 836 808
106 845 -5
905 107 -822
181 890 817
104 106 507
467 269 978
202 154 -459
237 693 -109
250 179 -868
178 335 -890
96 421 -799
315 631 473
291 270 741
228 798 219
739 313 -235
464 44 147
750 125 681
191 718 -44
520 98 -403
427 861 138
853 574 -59
93 506 -416
689 300 523
686 30 89
888 866 -239
514 263 580
150 281 689
178 654 565
185 134 -43
450 357 487
821 782 76
136 506 914
756 169 76
585 173 142
137 583 114
288 543 -583
776 161 558
701 220 -953
860 808 303
480 493 533
411 562 946
108 298 696
848 550 -199
216 513 -887
303 647 129
203 83 935
886 349 307
55 702 -965
570 615 -401
864 192 -215
522 258 839
483 167 76
847 169 -276
480 544 -35
889 835 -242
712 176 -268
152 118 515
367 193 -370
434 514 478
777 708 -566
377 217 -712
652 466 -912
704 790 -298
695 689 604
892 580 -317
415 586 -398
278 541 -184
97 757 -807
789 882 975
176 828 -349
35 827 775
783 401 -465
189 787 690
904 667 402
517 630 -963
425 92 261
83 905 389
256 645 -341
761 510 -567
476 869 -924
467 851 -341
150 754 -68
260 151 911
866 146 617
797 842 -147
796 101 136
625 403 342
758 479 -166
905 268 66
412 553 14
253 797 798
550 801 36
297 306 -583
198 549 -673
111 429 -273
94 351 225
827 827
681 582 -698
85 566 537
751 103 -490
708 634 483
250 118 806
307 614 -34
364 749 -860
60 615 385
680 210 -669
812 171 808
102 688 700
22 755 -80
169 625 -930
247 241 -481
723 140 350
115 653 -644
554 102 -703
349 64 193
628 258 16
639 605 29
105 46 258
715 400 16
558 712 -275
612 264 -704
403 724 870
657 313 691
277 178 826
778 815 -579
43 244 -80
52 683 701
333 325 -523
32 118 -790
212 186 99
629 707 118
106 215 497
779 765 764
189 655 -563
683 467 -404
284 727 102
430 111 632
220 609 -306
387 689 580
189 605 -348
536 748 899
146 69 -84
419 64 980
179 46 59
664 182 -868
660 758 287
100 32 -53
245 187 -716
470 298 825
30 252 720
709 243 719
300 80 966
658 443 571
189 598 272
167 799 570
457 792 195
759 435 962
543 468 -690
605 31 -420
352 53 -522
323 809 -945
563 653 -979
22 737 -799
502 2 574
17 262 -116
507 263 778
405 524 -428
66 358 -248
471 169 -349
98 490 -727
734 803 497
192 634 887
634 645 319
747 308 -914
547 194 229
395 622 -527
313 170 331
802 462 -828
444 266 311
535 296 621
488 432 -655
290 41 3
652 163 40
27 67 -847
480 94 -216
378 146 126
433 138 -544
757 430 -17
118 461 -264
375 36 140
403 675 -574
2 644 -298
634 707 914
43 483 -117
593 596 57
538 56 257
213 151 860
122 497 459
386 54 -317
154 168 -49
268 156 975
255 173 -560
625 478 789
180 742 617
492 322 -711
386 572 948
532 449 -316
643 155 -601
341 115 537
436 656 491
313 410 424
634 729 981
37 424 7
364 395 -134
65 370 -87
783 101 -640
185 156 346
181 799 192
324 269 274
143 121 -771
730 613 602
757 71 -135
234 684 -224
822 814 -13
723 615 -974
250 814 -205
778 37 -957
586 663 -988
766 179 818
229 506 667
552 113 238
83 29 -482
94 405 167
431 193 823
34 200 -146
434 759 -721
127 539 -910
179 358 779
612 820 507
726 379 -702
605 87 -194
22 824 561
265 379 -408
227 345 610
706 317 51
305 237 986
290 807 -995
521 440 880
674 396 -279
429 63 32
271 177 516
164 303 147
540 149 -513
329 108 867
86 265 827
240 216 696
481 668 -410
827 262 -217
612 457 -835
6 827 753
707 782 222
180 258 -942
275 704 -699
682 461 905
184 748 -918
818 211 582
108 554 -802
766 359 429
320 524 -778
443 481 619
54 713 -429
65 771 -739
540 498 -84
494 269 -890
813 800 -587
696 18 967
143 386 -249
264 248 533
28 340 -169
747 131 -698
142 430 -315
428 594 -367
202 392 823
409 661 877
47 500 -915
305 142 -426
115 90 515
50 504 770
524 541 204
383 2 999
216 402 -164
622 823 838
423 189 -545
595 180 99
148 209 154
37 401 131
672 316 -904
477 121 663
505 159 846
443 23 -930
493 573 -272
592 119 776
508 284 -688
648 604 271
500 472 -448
586 478 677
338 171 98
334 278 -725
458 229 -427
526 389 -581
321 681 628
199 353 -457
253 772 -247
84 286 81
786 687 489
228 278 -923
498 556 760
313 523 -455
71 293 -309
814 13 -643
417 187 841
268 425 507
652 438 637
74 284 -830
670 412 266
73 461 -760
245 6 76
673 217 -423
505 649 -411
317 529 948
10 385 -170
782 276 610
699 369 206
85 778 -954
105 761 -186
358 28 707
310 503 513
637 336 -996
206 34 -107
425 370 -976
210 299 1
404 66 41
517 279 60
409 404 588
154 75 634
32 148 -10
678 810 -791
256 653 -956
79 180 -619
68 338 889
810 747 -771
231 372 679
73 413 271
159 600 53
68 256 707
676 612 792
245 819 781
231 25 -851
110 731 -560
676 353 281
706 533 -728
334 522 468
538 579 -91
279 478 317
76 778 -792
755 711 187
527 94 248
461 300 -373
397 40 262
739 794 45
569 218 -250
236 482 409
808 823 -935
642 459 -426
784 731 173
419 285 429
558 572 -995
785 257 -20
671 733 -420
211 201 -48
112 283 -665
803 65 -4
803 753 -14
469 673 263
153 437 -558
780 97 994
370 412 613
611 161 451
102 347 257
503 209 225
239 688 133
526 331 -556
175 595 -598
427 171 132
135 680 -524
446 303 915
444 712 -545
127 529 -630
32 653 814
448 617 -351
636 718 -62
203 542 -448
281 519 119
661 286 193
733 572 -702
150 361 101
178 740 -148
207 84 -163
173 764 -922
11 266 -887
700 311 -902
518 186 -344
460 749 236
729 432 -725
196 257 830
615 191 -128
608 333 -85
822 62 -125
245 140 616
249 615 -909
559 496 592
636 93 -216
85 149 -215
400 771 687
489 139 -475
643 92 -59
587 691 -290
691 806 -546
103 569 140
658 680 -461
80 673 620
577 799 558
565 442 -66
635 207 914
776 114 -357
453 185 485
56 359 898
428 383 272
79 168 69
488 170 215
87 114 -19
193 114 -322
307 556 462
818 753 94
519 620 -632
715 753 900
246 740 -910
753 638 -407
686 233 -232
278 593 -536
765 762 762
413 420 521
258 489 -217
575 262 -675
706 195 -534
754 336 921
103 60 -949
132 709 -160
818 175 759
361 103 -563
283 625 859
617 464 65
666 505 -551
164 273 -343
5 203 -430
220 200 195
476 469 -881
15 591 -537
347 386 -689
345 440 262
821 751 -460
235 571 683
813 12 74
422 803 -994
47 224 569
401 519 -853
23 50 -935
252 4 -981
560 637 -866
9 240 116
239 580 -627
61 378 816
517 674 65
628 623 -470
518 765 649
202 541 463
721 115 -563
323 135 296
790 586 -542
658 422 -887
125 486 -420
768 399 823
161 706 -393
539 544 323
341 237 -421
823 201 -886
123 450 509
361 367 -665
252 542 231
310 251 -472
42 364 927
390 676 880
500 456 457
512 363 -517
477 371 -181
688 81 -721
708 140 -695
493 400 -69
290 717 -328
23 691 -148
240 704 570
329 186 748
365 811 264
695 807 384
558 145 -676
18 620 791
789 4 26
228 535 -110
463 365 89
371 770 1
21 189 209
400 449 371
655 159 367
589 717 251
586 10 634
222 765 659
665 55 -729
387 717 537
461 476 -526
571 410 821
480 269 -697
754 240 -772
238 136 636
66 246 279
269 304 -832
451 26 256
654 256 775
653 195 35
4 473 -377
345 484 -988
166 404 -214
792 553 683
477 182 386
247 485 950
777 339 544
534 827 -250
428 626 197
125 762 893
192 252 -419
69 91 -786
747 8 -852
802 369 -339
554 448 31
668 386 -853
814 76 319
401 164 -345
225 319 -349
691 148 -460
653 140 232
446 678 30
468 47 494
404 237 979
104 523 -184
681 554 561
43 394 -419
670 640 -951
263 463 497
590 140 -556
227 406 -767
469 517 532
452 695 -658
640 773 -451
788 154 -218
122 758 454
461 408 774
671 235 344
730 499 498
659 431 198
121 142 -981
295 505 669
442 519 213
587 463 -675
328 607 231
797 807 -848
121 180 -13
751 620 450
711 388 544
655 822 -995
731 466 903
96 345 420
463 163 967
235 375 -429
204 771 362
353 285 150
392 69 875
724 8 774
547 822 -460
612 337 934
32 181 -39
816 34 325
23 424 -18
372 560 -334
188 223 618
2 699 -142
535 683 -175
636 820 -235
602 390 -395
404 451 -202
152 113 404
104 295 405
754 370 -134
566 380 -995
153 770 868
445 370 -917
689 39 542
112 385 548
123 23 -996
173 420 881
104 535 -685
217 497 989
722 794 -800
423 438 -336
777 680 -635
8 667 679
297 572 277
671 683 308
79 145 403
382 66 464
777 657 911
649 819 163
112 6 -828
97 257 355
506 570 858
66 219 873
771 93 776
412 112 -429
357 98 -917
800 380 -891
826 133 463
142 641 -574
530 178 252
570 667 -622
823 119 -644
685 464 615
445 190 -755
739 354 -999
349 448 -364
77 386 12
576 153 30
251 546 846
649 295 -824
120 701 686
755 39 210
245 26 232
441 672 -891
188 602 811
54 566 -518
325 683 420
246 360 311
792 747 775
699 731 -715
67 581 -95
189 465 -175
524 421 -801
695 298 -843
100 752 -535
193 25 -313
814 113 -588
352 126 -927
781 535 332
226 143 281
324 598 -762
436 492 -39
667 324 537
784 415 -73
705 150 372
719 636 -601
693 384 720
119 70 -523
637 816 265
253 315 -266
201 787 -558
181 395 769
408 581 -46
404 114 422
279 717 57
640 88 402
758 257 135
63 44 -390
649 457 -384
611 14 640
216 245 -105
191 631 571
44 729 -555
485 198 -328
526 462 660
550 427 -963
550 355 -47
606 540 474
340 574 -553
230 809 -319
344 597 -325
288 114 -476
266 744 -636
11 582 -213
349 685 77
85 731 -758
516 733 279
640 411 -42
340 326 -252
155 313 367
825 63 364
101 151 113
305 517 -351
631 278 -453
197 753 -202
466 357 -370
552 312 -27
713 640 299
666 790 154
194 17 -974
415 55 546
443 56 38
326 302 532
260 622 -254
825 572 -802
480 218 -922
303 73 778
591 17 587
507 568 -321
401 64 -516
573 627 -218
286 10 -516
785 727 40
135 452 334
532 258 -985
670 405 -972
247 810 -49
590 330 -471
346 664 440
674 308 581
625 565 990
96 454 999
1 505 240
262 191 875
613 749 -352
354 220 -426
177 616 942
105 260 757
765 615 -195
304 647 321
305 468 -886
111 16 879
780 549 906
39 323 -854
698 88 -968
24 576 -573
435 91 223
495 625 494
368 68 -762
659 576 -679
246 472 -796
810 658 865
592 579 -6
802 419 603
717 59 415
478 629 7
500 361 1
701 477 507
111 28 188
667 93 -417
730 797 -832
774 647 106
708 228 -364
810 473 604
340 272 986
768 56 161
209 436 866
492 755 103
666 581 771
108 370 98
458 299 225
185 610 688
232 666 695
618 245 -82
195 16 -20
304 360 -522
577 458 549
740 202 -622
786 354 102
58 514 -351
428 584 -737
654 309 -179
673 784 442
559 425 28
392 567 739
363 122 369
777 98 680
311 320 977
233 406 -880
554 526 -979
296 122 -7
80 136 241
490 187 -800
31 54 161
498 327 -759
519 331 787
509 477 974
47 410 -507
383 410 -596
164 380 -226
455 291 -137
21 354 -27
137 255 -589
802 317 -325
727 785 -464
106 706 985
269 605 789
160 15 577
169 382 -487
385 565 -898
789 544 734
671 336 -435
679 504 -95
180 78 -715
454 529 640
510 766 214
296 214 740
370 88 -222
356 379 16
325 696 -787
138 433 429
74 507 -649
435 751 804
613 567 -385
761 175 439
497 432 -970
264 74 -854
693 796 -528
689 242 553
143 386 -162
787 284 435
790 488 348
549 553 969
472 447 871
41 12 985
181 256 2
510 220 33
68 657 133
34 121 158
680 348 -35
308 285 -590
773 438 535
803 462 912
155 664 313
659 526 -529
209 305 177
328 295 715
301 279 94
374 501 -593
558 739 753
415 675 222
202 176 819
432 15 -462
228 272 -947
251 400 -46
644 607 -315
764 317 621
493 467 -865
85 519 29
292 766 -16
222 429 -295
546 764 469
774 178 -426
391 529 911
126 691 219
470 461 -922
37 10 -558
270 179 -897
420 419 855
523 175 538
788 153 631
155 827 591
560 667 631
735 353 159
498 84 248
251 627 983
276 495 -804
47 7 -948
194 737 106
94 578 842
785 587 -35
246 253 -269
676 290 -311
299 173 498
364 29 -45
392 177 582
671 479 962
538 444 -837
81 66 -289
766 685 498
360 542 526
314 88 -861
679 823 534
302 723 -698
230 662 -282
158 35 249
429 776 -264
584 791 615
514 448 -794
114 149 -764
5 303 -947
272 436 443
767 717 240
209 109 832
611 498 143
806 26 -197
815 553 -580
442 255 535
576 491 850
308 807 -251
16 8 -815
342 491 -413
280 419 646
909 832
718 775 -566
345 516 -669
78 563 569
288 828 434
492 391 370
845 493 -170
193 602 589
71 159 412
104 244 -959
477 633 -468
257 288 -550
153 83 536
549 672 -952
43 424 741
186 204 -635
202 862 964
697 36 508
277 35 -174
265 764 550
486 293 961
84 9 35
471 328 96
86 511 -271
6 141 868
189 616 431
715 606 -920
210 96 246
364 227 -353
627 403 837
456 498 980
368 104 414
605 586 -936
275 648 187
608 433 -736
355 624 445
568 334 848
145 775 559
410 756 666
166 840 -223
814 92 -694
3 495 94
392 429 791
577 875 -910
520 875 -354
904 275 986
219 694 -23
96 241 -668
18 209 573
781 379 -375
585 870 411
72 528 514
424 299 -989
92 823 349
300 258 579
369 596 703
291 873 -166
658 365 726
471 62 -606
550 410 237
763 589 -182
719 546 742
505 494 -197
806 313 -855
90 240 243
492 788 762
291 385 859
232 185 931
149 810 309
521 742 -265
512 908 -288
164 883 -580
883 254 219
198 628 -659
368 203 -979
294 458 -938
903 695 -743
117 712 368
682 832 259
715 246 -43
424 242 -833
19 829 544
151 287 308
518 236 73
572 678 233
824 201 782
297 332 -566
488 648 444
840 327 308
378 556 51
529 847 771
688 360 763
86 341 445
228 681 166
618 791 334
510 724 185
500 112 -489
679 434 -423
528 442 719
652 485 -291
103 214 89
331 847 -193
438 620 -28
883 423 565
856 86 -482
527 656 289
631 462 211
91 899 -396
707 454 -928
149 821 -868
858 565 608
538 363 -119
617 780 450
569 7 842
417 353 -733
847 714 -223
813 246 298
339 328 -303
443 493 -10
693 268 969
431 81 187
591 201 -12
557 181 479
235 19 100
157 274 359
302 151 -122
273 903 -788
470 849 934
286 427 -430
419 696 -672
374 240 109
447 100 -517
694 826 -426
532 854 -298
327 414 444
325 521 966
4 684 -17
647 251 -159
306 465 -167
396 101 -536
73 620 27
659 565 -712
279 575 -461
665 398 -743
166 639 530
590 862 446
21 94 465
736 146 697
304 886 913
82 392 -577
247 165 1
82 502 -91
537 255 -399
272 394 950
446 576 -14
843 254 -228
652 731 -880
581 458 71
354 723 -715
599 284 575
592 349 673
479 801 591
286 114 940
558 806 283
847 294 -31
425 799 -138
103 662 -728
517 394 549
322 794 532
906 886 -356
324 629 538
885 585 -612
440 244 -424
273 169 352
688 334 -872
878 507 -899
850 621 -741
41 899 -365
909 839 253
358 719 -532
793 396 833
436 496 405
564 271 823
659 311 769
44 645 116
168 24 -764
26 323 21
492 879 918
335 836 -64
299 464 319
594 412 -996
818 140 653
297 461 -620
93 841 -593
760 351 -559
831 379 -181
522 601 51
737 337 461
739 597 -546
220 309 904
646 600 -890
48 372 -514
604 908 924
746 838 661
386 18 -185
527 100 603
559 388 -238
133 73 399
908 869 824
175 861 555
742 826 -203
789 166 673
295 93 423
269 850 -831
156 783 374
243 163 490
491 504 57
211 179 491
118 377 525
542 508 -709
463 800 896
576 124 904
447 17 -972
578 9 -998
390 263 890
144 704 540
84 773 -368
71 160 -357
680 344 761
537 702 553
786 608 81
232 198 694
881 591 517
139 482 -297
84 768 -655
369 253 -52
691 796 -430
682 694 387
331 671 -650
716 251 -921
431 909 -646
852 435 -94
793 897 72
472 739 338
591 297 -395
176 679 178
665 63 10
583 501 655
604 476 -496
685 67 598
483 81 -182
450 39 737
787 5 -595
43 612 -423
749 132 627
92 201 -853
866 459 2
554 777 871
168 399 -565
906 526 -620
271 807 -325
72 35 -380
540 374 43
44 37 367
85 702 -348
700 419 982
51 777 986
41 258 -860
538 465 -506
388 148 664
259 79 593
694 273 -71
210 39 -144
344 495 821
18 123 402
402 477 678
91 257 309
397 544 145
1 234 663
422 775 274
670 338 -774
736 561 4
786 143 90
107 821 202
265 12 6
222 414 -458
797 503 -534
480 570 392
325 328 -939
894 411 -999
618 669 -796
48 343 -655
333 392 -965
743 338 -825
515 333 923
660 380 -352
655 866 122
738 194 55
425 723 912
737 824 -812
773 823 66
678 643 743
176 656 -916
445 460 -846
132 228 -262
228 772 71
904 277 -686
198 508 -216
578 245 -543
169 479 -967
401 729 820
392 115 -148
723 708 55
830 386 -882
563 797 -675
664 506 -508
787 437 -537
133 290 -129
480 145 -104
682 658 -140
34 59 -123
350 698 -879
907 745 -620
862 717 108
489 81 833
75 137 792
772 811 368
662 731 -614
250 328 486
734 851 426
347 51 -578
177 352 -849
238 32 589
410 589 -661
292 490 291
672 201 278
337 365 -832
441 887 -966
671 163 533
822 186 -790
690 470 660
70 359 -898
458 772 709
631 112 949
594 285 -653
166 872 25
822 608 683
646 135 657
384 284 -135
674 419 -976
825 260 575
125 670 -230
594 256 -36
70 434 -737
75 558 220
124 227 -801
544 189 111
163 509 -493
752 268 -769
767 805 175
626 883 -837
50 239 -884
734 129 977
598 502 -694
32 252 -585
637 149 -286
826 761 -660
283 558 -881
506 67 481
34 90 697
899 905 711
614 899 -619
295 239 708
189 23 -645
343 539 -714
294 844 -547
85 744 -690
714 87 67
176 287 -658
721 593 529
354 498 -739
214 280 -756
35 804 -476
546 721 306
739 713 979
101 338 -865
748 613 -310
62 66 -461
543 430 464
6 439 274
74 134 -134
902 74 640
672 828 19
886 370 -563
327 796 -495
153 95 -307
780 577 408
418 620 -710
223 680 46
748 621 85
573 615 692
904 168 -808
908 614 228
620 564 -240
227 194 -207
736 446 824
599 196 -56
239 736 -839
392 685 -379
555 802 -771
86 651 -994
135 485 -653
882 126 -434
186 551 703
43 267 56
556 402 904
665 830 467
424 579 537
717 454 65
677 826 -277
433 906 -82
569 87 671
195 873 404
514 590 -18
37 64 670
517 819 209
848 204 904
223 708 418
274 409 -785
849 649 -922
636 864 -530
540 321 -784
542 528 120
621 629 719
671 156 79
221 325 662
500 872 720
610 553 911
631 217 196
322 537 760
211 51 84
819 867 29
229 119 -500
865 280 696
157 305 -128
546 358 236
342 354 -729
350 201 337
245 736 -447
891 328 -248
462 97 -48
512 884 -142
842 192 -301
114 484 -188
470 545 766
419 695 207
781 680 17
389 339 -753
723 860 490
67 434 -71
410 341 347
299 525 -77
118 213 -983
577 162 -796
328 844 -952
759 484 -734
85 694 -943
523 859 313
883 31 96
240 734 -53
350 660 -217
700 229 760
184 382 360
586 779 -129
277 134 -86
909 718 -401
684 712 293
1 287 804
1 173 651
35 697 368
511 641 -718
220 118 662
228 507 -710
790 895 -449
291 372 925
884 368 -897
267 531 575
14 333 -842
457 185 635
834 103 125
895 467 -278
69 728 466
300 404 671
132 764 -348
494 798 336
762 213 -80
650 595 -995
633 534 83
454 394 -719
529 771 930
808 217 569
464 624 495
132 814 18
159 197 -990
619 100 -706
470 795 -331
448 44 273
790 899 -656
459 648 63
36 405 -455
580 448 -93
723 137 -71
137 486 247
483 265 -920
473 95 -545
532 479 -415
246 400 974
421 425 211
446 781 930
711 452 523
741 47 381
134 339 459
184 187 -964
794 193 -805
617 788 -878
38 18 -198
846 173 -193
632 129 657
242 291 820
436 230 -98
451 821 -555
341 204 -153
770 713 -318
697 277 667
28 309 409
813 494 -600
248 434 332
273 682 580
567 718 864
207 299 -675
4 170 360
294 684 -822
14 500 120
167 873 -543
695 266 -305
831 401 687
786 28 -206
282 123 -74
252 716 -862
460 722 971
594 531 764
246 242 -512
329 548 -358
296 20 531
