817 2789
490 308 51
434 33 14
416 676 663
774 269 357
476 561 932
82 97 771
639 212 148
109 170 356
541 656 345
344 64 974
523 734 656
788 226 128
733 239 28
406 251 881
597 147 518
435 673 499
290 155 442
787 109 573
50 374 732
83 397 505
502 331 846
588 616 310
586 649 909
602 7 42
751 475 188
187 397 360
8 627 302
669 643 675
190 651 867
216 625 866
444 698 378
416 735 152
338 316 164
147 287 357
812 602 869
542 295 575
744 220 382
219 382 58
567 603 388
488 543 63
671 618 954
791 482 878
664 168 585
339 223 316
101 730 145
730 26 374
240 262 986
173 229 349
186 123 639
244 129 670
274 488 995
73 429 912
691 695 561
458 275 385
332 478 738
473 420 379
429 567 541
771 725 180
747 163 594
408 593 861
598 126 76
670 793 324
86 59 597
168 519 47
716 494 901
106 642 670
251 335 738
772 57 537
60 58 765
263 89 782
432 89 370
137 648 852
714 17 643
53 45 149
304 396 910
16 72 161
788 695 734
439 471 643
217 155 69
398 253 443
599 694 233
752 188 955
557 653 19
238 563 201
242 724 601
525 743 329
185 518 126
228 767 629
441 351 173
504 157 956
3 473 642
410 314 611
755 544 271
622 732 61
489 710 159
172 351 664
793 219 7
776 696 384
240 386 341
806 59 945
287 372 310
800 341 689
345 478 565
435 379 646
737 435 331
41 512 56
282 594 171
617 522 976
722 470 389
108 172 683
504 573 327
35 178 203
119 671 351
241 239 249
146 613 962
83 62 312
645 508 744
785 539 742
474 637 330
444 357 831
691 177 140
431 788 10
269 143 676
804 203 307
540 513 520
798 138 727
641 150 11
193 280 558
655 231 370
199 34 305
572 486 238
187 739 133
442 100 816
592 432 433
585 210 388
141 792 611
426 26 28
71 278 932
215 293 806
451 152 814
314 243 159
711 683 599
562 622 31
807 263 168
22 538 450
328 308 487
399 266 257
84 373 953
59 273 409
230 719 520
532 743 446
100 70 624
380 589 614
210 330 529
786 228 499
297 493 12
150 83 288
248 244 196
648 83 433
703 46 693
749 479 66
203 323 864
408 409 831
368 469 352
616 496 316
503 438 594
499 345 104
312 309 793
599 764 975
78 705 204
517 7 554
58 75 582
43 236 192
584 10 832
462 699 767
125 781 320
16 364 969
456 225 302
639 235 501
305 186 316
119 415 113
543 204 54
606 724 512
503 118 489
785 331 165
271 19 141
477 281 787
165 33 808
553 45 905
706 486 261
174 153 832
786 86 598
147 438 286
753 284 925
285 360 719
596 281 604
470 149 578
51 548 208
333 570 387
775 261 713
202 773 657
332 265 793
348 489 703
265 564 324
46 285 391
671 430 989
469 625 427
297 572 571
474 487 684
514 42 320
418 729 775
414 429 342
416 500 137
119 82 887
792 425 895
156 5 401
207 196 854
113 444 59
255 374 54
151 679 11
615 567 880
287 413 864
368 112 75
31 458 911
287 149 809
72 308 711
468 218 175
750 698 384
457 1 575
613 496 410
179 575 777
131 351 38
85 622 825
261 680 947
704 39 469
684 433 780
630 9 917
218 344 440
608 513 413
472 209 564
137 747 793
594 751 981
112 712 220
317 26 374
362 348 147
318 510 219
165 200 388
293 771 184
814 77 341
329 420 703
200 244 259
407 656 50
319 443 199
449 122 360
51 212 964
114 516 754
169 520 464
628 296 91
332 371 688
104 684 695
233 174 38
334 798 563
802 481 817
1 494 138
308 647 963
1 762 982
411 566 188
218 424 874
291 130 38
41 65 701
340 438 494
244 698 934
265 86 534
670 142 850
551 559 589
281 148 281
593 654 36
81 590 836
793 525 280
412 777 716
484 450 250
70 219 759
289 746 495
26 543 61
131 466 273
671 161 725
335 506 849
228 442 395
613 303 618
605 608 250
516 549 519
583 686 262
532 756 222
99 583 586
183 679 260
617 797 904
404 679 98
806 777 171
730 350 797
533 496 759
358 677 280
140 225 823
300 518 958
691 486 842
69 653 931
79 431 728
725 91 992
51 24 899
347 37 217
375 415 173
416 56 764
147 725 764
805 623 263
335 471 434
702 460 551
506 763 308
713 647 460
712 382 214
507 674 568
219 569 358
804 268 951
558 11 742
485 434 504
636 794 525
729 264 743
172 101 447
249 17 125
801 126 693
386 80 144
163 76 106
732 199 529
372 237 966
208 304 552
705 261 11
621 665 386
315 370 921
637 734 600
554 644 665
665 638 537
22 60 853
335 336 117
266 9 323
774 246 383
148 20 325
258 104 449
247 566 581
264 179 175
424 186 603
44 705 604
125 272 226
14 153 57
217 492 520
536 162 714
471 152 205
359 552 522
464 640 104
22 809 143
722 806 428
399 261 45
316 720 699
452 494 846
662 638 573
377 727 50
37 651 131
47 435 755
150 391 593
655 624 96
527 68 135
537 638 514
368 192 354
369 513 58
487 291 295
774 131 656
381 428 108
668 265 600
474 210 818
390 17 50
311 35 345
15 38 423
720 57 336
322 551 950
473 728 911
350 191 150
473 236 981
258 397 204
195 230 197
144 663 641
265 504 908
429 621 44
272 440 376
802 600 916
185 300 980
453 801 184
780 164 787
84 809 419
292 771 80
95 428 684
713 393 859
807 63 984
778 412 825
156 6 759
463 287 122
577 272 465
472 584 610
112 757 294
242 124 384
312 335 289
240 260 477
176 76 493
34 268 685
384 331 739
702 699 293
264 131 251
682 621 368
439 448 244
710 453 550
191 610 770
230 558 368
343 331 127
106 635 605
239 809 643
273 108 672
612 490 560
147 564 431
545 493 754
425 523 818
98 200 595
30 86 428
223 639 783
695 483 249
531 765 464
91 586 411
739 501 51
298 454 769
803 748 989
309 707 491
511 816 639
417 413 56
526 724 110
15 98 131
673 371 61
473 87 443
807 110 912
192 262 883
805 494 649
339 781 378
519 726 970
782 392 621
418 66 340
453 51 316
624 617 236
406 105 772
346 568 63
568 326 571
323 320 37
720 465 793
608 14 232
152 757 751
