19
957 1951
698 476 181
274 316 866
457 506 979
297 671 868
424 239 80
586 382 942
746 306 130
530 253 96
466 830 79
198 522 222
612 115 750
197 108 631
431 491 967
342 253 985
222 680 123
212 18 544
34 737 143
187 794 242
273 343 732
265 82 526
101 114 261
817 605 71
584 14 493
162 542 770
502 255 902
484 331 251
234 661 410
609 462 719
414 333 526
16 139 231
90 526 324
664 630 504
607 295 394
203 688 72
492 389 82
265 580 866
783 824 823
792 45 285
117 726 263
121 653 401
157 417 121
482 604 968
46 820 782
26 386 299
97 615 848
574 280 167
656 139 275
82 751 877
502 136 234
534 138 88
562 179 320
254 506 164
450 515 829
63 292 783
439 393 615
525 37 459
235 819 318
444 105 293
578 304 822
409 118 280
389 628 212
434 686 879
616 802 358
270 359 47
233 373 539
647 175 157
106 659 731
64 752 538
188 64 28
283 449 802
631 386 893
695 729 316
95 376 913
788 539 138
18 621 272
660 291 799
410 252 295
423 215 101
286 268 139
557 640 709
564 197 210
350 699 529
160 703 842
666 762 628
327 22 620
556 178 217
722 42 728
227 244 350
29 278 844
612 27 113
789 159 805
307 553 507
18 556 744
131 360 665
760 728 868
194 460 396
131 399 620
533 107 646
588 315 680
648 718 690
749 570 432
484 380 505
258 501 815
774 478 594
367 251 811
24 373 966
541 803 732
785 88 452
548 772 277
143 517 22
338 576 445
283 241 736
298 727 65
135 610 390
145 498 117
70 54 969
368 350 660
193 96 935
294 324 345
232 5 550
326 527 744
669 64 384
265 726 79
629 740 605
408 347 392
29 248 787
56 545 577
721 759 548
724 284 48
228 117 149
820 783 944
609 745 777
665 6 795
772 533 800
246 333 3
458 795 720
297 480 641
343 65 640
547 177 224
303 306 224
305 163 154
469 211 136
26 395 204
153 110 283
732 270 655
812 513 797
346 61 541
728 347 68
263 208 804
28 105 132
758 32 455
516 796 673
190 10 938
195 388 13
79 90 160
308 347 363
786 681 384
329 770 916
310 755 234
242 141 751
342 508 766
211 443 103
654 409 414
747 759 474
551 256 477
522 349 178
529 476 891
713 297 800
678 775 706
572 278 17
729 548 153
723 175 383
611 554 26
46 445 13
825 87 555
301 431 515
726 818 589
551 625 922
470 214 13
328 576 820
27 256 454
171 144 500
561 30 619
282 215 813
433 592 390
768 273 326
24 589 289
197 127 968
314 643 888
540 118 929
243 486 485
302 490 577
176 726 857
280 510 932
160 705 153
328 277 908
157 225 831
3 408 744
396 314 86
769 67 481
279 65 630
68 24 512
166 116 509
439 532 543
289 594 809
639 401 494
815 385 241
26 149 893
789 825 63
522 212 597
168 38 930
246 670 357
571 15 712
829 356 590
508 88 953
572 84 931
799 589 969
633 826 16
826 333 911
758 133 207
474 515 939
397 105 417
754 647 563
464 751 564
45 544 370
227 563 994
35 535 319
715 676 914
132 477 693
149 106 184
687 465 707
784 178 333
89 155 154
189 402 46
201 100 377
115 492 103
51 40 143
246 148 739
539 718 133
382 241 377
333 92 890
407 802 876
362 697 489
544 510 128
766 561 979
429 354 244
63 765 835
19 204 119
621 451 169
435 410 877
234 473 427
146 110 147
29 433 910
485 188 459
240 317 235
810 411 975
381 822 753
25 525 135
238 57 905
344 182 580
818 94 210
69 75 21
686 82 467
453 57 162
125 257 244
617 366 831
16 230 556
362 724 19
748 202 902
329 457 691
265 675 336
503 699 803
411 458 282
599 491 556
117 36 994
342 324 414
191 37 229
312 560 432
568 100 543
760 714 710
275 221 240
753 134 94
569 413 602
592 350 164
758 230 153
195 125 165
368 551 266
323 674 945
545 594 430
198 603 260
51 562 329
392 715 392
229 527 213
346 690 499
303 403 539
114 483 900
626 32 256
296 46 708
799 415 878
129 392 316
484 21 405
288 32 260
41 96 739
181 595 709
557 663 636
984 1955
851 823 252
618 127 354
243 679 189
835 825 922
745 781 575
850 804 544
483 189 396
216 375 836
933 376 331
312 817 433
125 691 227
459 236 859
323 151 367
103 220 295
385 502 144
505 886 526
493 626 318
591 864 513
433 596 58
817 407 315
471 214 310
170 411 420
520 345 62
720 457 157
830 93 106
681 17 648
672 206 694
931 14 217
610 281 615
55 331 725
196 826 974
596 673 429
312 508 940
409 545 337
400 861 762
89 123 262
183 202 782
440 87 649
509 867 134
428 771 122
545 283 440
298 444 613
781 850 237
605 415 140
656 764 803
903 890 946
168 470 853
633 362 480
358 406 718
859 793 161
791 126 435
392 697 565
219 402 305
378 30 693
595 607 331
21 48 885
655 600 404
506 678 964
436 806 183
412 542 227
502 974 44
779 37 615
762 808 75
228 590 789
461 726 747
334 437 140
518 657 763
839 406 34
689 923 545
375 411 14
705 716 209
890 899 919
209 511 930
514 367 120
950 711 266
89 755 799
414 39 842
505 597 817
191 630 286
22 198 301
363 537 651
803 827 921
95 408 363
692 582 34
505 430 822
751 818 256
961 659 762
364 633 607
152 622 90
673 33 876
742 802 522
955 103 409
207 789 584
670 580 528
626 864 700
192 420 563
358 688 710
175 120 577
491 547 525
593 634 281
330 711 878
230 631 960
521 735 584
825 251 58
572 463 976
367 615 566
315 456 193
438 236 906
982 508 907
7 88 1000
439 318 186
980 455 729
84 505 981
855 204 133
845 502 148
569 162 65
786 589 626
456 770 517
97 27 772
440 402 979
550 61 191
100 68 360
104 134 800
181 252 384
566 136 879
72 464 690
71 39 939
420 478 222
392 360 75
559 15 995
260 853 527
658 521 43
527 708 299
519 551 250
94 351 314
944 211 398
844 746 181
277 627 313
22 939 633
125 306 642
928 676 529
877 983 399
248 372 631
82 228 496
627 713 155
685 156 324
162 431 629
450 117 939
304 552 267
369 478 767
535 954 33
50 143 497
818 153 5
205 35 752
193 878 724
98 914 580
537 7 664
964 554 522
376 615 122
252 469 395
245 147 53
654 679 262
178 794 26
853 815 11
617 148 689
385 634 237
375 529 322
866 919 287
21 797 221
914 372 818
553 401 769
274 599 994
980 944 82
832 621 107
74 355 210
252 564 394
667 979 466
536 791 337
72 285 922
775 749 582
178 159 224
829 848 265
970 500 68
381 128 627
955 815 981
396 597 573
923 505 628
823 939 613
35 114 76
935 310 374
397 774 416
360 745 894
161 448 243
450 724 26
221 410 761
580 305 577
194 857 919
650 609 264
932 456 589
330 199 907
387 120 603
874 398 470
359 732 367
746 801 194
2 145 647
416 224 566
825 169 796
184 851 581
58 488 446
10 621 124
741 259 700
564 378 826
691 141 437
849 477 735
551 906 562
937 920 746
461 282 857
109 450 738
641 445 756
348 721 170
95 238 680
804 620 189
981 746 781
716 292 783
220 131 993
628 873 408
630 702 204
44 963 119
145 756 184
569 85 653
179 482 301
40 48 477
637 928 432
612 273 136
86 407 650
147 621 43
129 375 710
439 674 585
448 82 949
620 93 735
75 731 698
559 668 449
745 579 887
747 154 544
777 504 339
931 217 704
34 340 871
697 464 936
392 481 984
299 828 301
513 138 349
734 463 37
925 565 558
745 721 941
874 894 708
529 980 3
325 662 379
140 795 619
488 640 808
889 341 438
523 18 20
731 869 464
225 280 864
385 723 530
362 81 794
405 69 11
725 559 954
321 918 451
246 593 716
323 622 197
662 338 832
743 130 944
711 590 394
295 556 100
10 768 254
591 747 367
578 791 607
649 507 580
432 489 472
862 435 516
631 290 750
772 123 513
715 146 121
49 669 782
791 521 442
701 13 194
414 524 802
69 80 122
290 547 550
253 915 93
809 903 849
951 424 347
249 417 570
746 517 564
345 960 415
719 474 879
852 726 199
223 196 811
766 647 198
364 44 897
736 115 671
119 689 550
437 46 92
312 679 179
354 556 379
369 586 737
288 256 732
528 251 908
83 732 160
720 604 411
387 328 216
90 214 443
268 353 811
734 627 703
942 213 205
269 105 560
837 165 315
241 303 856
364 472 761
909 901 80
929 39 171
953 257 221
903 888 476
833 20 402
544 115 857
18 541 148
794 956 212
619 262 997
699 380 870
199 209 677
639 389 447
129 102 970
514 896 618
655 401 351
615 735 876
743 165 403
234 973 321
83 107 588
600 366 785
121 100 981
415 414 192
512 510 340
564 163 9
730 185 216
653 708 750
684 255 594
729 585 606
684 404 185
608 423 485
115 506 769
537 369 803
87 760 756
200 454 219
886 904 477
354 114 49
159 723 134
584 769 277
395 809 893
978 531 955
878 359 920
124 350 958
630 287 905
327 245 268
829 183 78
671 466 970
461 355 688
440 193 110
660 462 383
327 579 969
101 447 96
612 424 133
125 532 307
908 214 894
194 126 860
224 630 183
862 34 974
197 479 906
844 145 86
854 501 264
447 738 219
848 538 549
692 85 112
885 122 249
789 147 303
958 98 480
303 845 897
272 436 1000
897 896 706
935 857 245
731 822 646
354 287 313
198 441 597
884 581 659
811 123 907
304 434 744
596 226 986
941 880 21
156 97 533
516 907 913
840 294 229
598 409 488
981 134 95
783 163 982
376 901 57
353 953 1
333 769 41
278 105 691
105 429 267
926 281 354
529 54 571
48 153 668
81 364 988
838 236 730
336 848 823
664 237 171
443 37 291
460 122 705
228 110 284
414 963 474
318 721 13
442 682 347
278 174 253
810 257 451
556 291 680
144 160 595
849 962 945
887 751 335
712 696 225
106 416 427
441 765 871
555 870 531
745 849 783
159 140 539
45 688 556
756 344 450
235 537 559
281 349 744
689 372 647
137 526 907
25 516 224
211 979 474
489 29 29
895 776 818
509 82 951
753 361 437
480 680 109
603 667 550
742 908 767
624 896 566
552 696 371
190 82 806
234 183 240
601 805 514
838 399 161
657 442 382
197 200 591
959 690 910
650 272 919
620 888 650
649 843 96
235 325 936
463 554 239
60 531 984
204 889 966
354 77 366
968 409 320
835 437 796
609 576 209
438 689 136
299 163 92
461 277 399
811 232 427
452 66 63
947 474 64
423 550 397
860 502 140
235 91 930
932 76 296
647 31 953
524 971 861
388 775 492
806 903 991
26 562 642
821 643 315
434 353 23
760 43 420
23 268 755
875 668 526
312 605 708
580 679 818
374 789 714
621 192 200
550 904 668
222 351 894
345 834 400
220 916 259
245 696 243
923 39 367
175 520 811
197 510 671
946 516 183
966 551 409
210 605 222
778 86 263
560 869 572
54 786 547
781 725 715
387 783 644
633 106 22
44 818 344
674 356 195
593 231 557
561 798 700
832 25 585
4 301 909
732 705 314
761 792 350
607 8 924
750 163 375
722 436 579
625 304 588
2 830 434
538 425 443
383 146 334
82 824 101
10 1 586
20 242 95
295 974 501
323 16 53
3 55 148
301 510 726
847 485 392
514 640 3
320 937 380
742 72 297
185 842 590
122 130 307
698 920 643
402 379 76
371 304 642
937 333 997
496 648 498
271 955 105
30 625 59
854 741 827
584 214 857
378 309 65
190 222 342
917 549 227
512 872 471
651 369 113
519 215 987
516 894 227
272 938 712
644 423 802
400 668 576
191 175 852
80 304 162
374 671 165
399 652 622
489 212 347
223 478 496
648 464 881
958 663 114
3 524 532
309 452 162
124 310 942
923 623 384
769 752 262
494 950 576
409 119 249
879 786 441
63 71 378
663 200 646
447 185 597
343 564 379
411 197 483
321 773 704
409 28 396
474 580 608
774 208 518
905 838 452
512 923 76
167 984 487
43 662 913
126 98 212
20 707 838
583 907 521
9 572 371
687 967 291
942 531 160
549 423 359
84 666 354
864 652 59
691 979 543
636 346 115
637 223 233
167 846 713
855 553 111
924 145 685
120 768 954
577 934 500
420 550 766
881 243 857
252 735 199
864 31 871
559 542 588
797 951 243
914 327 842
876 659 519
168 470 42
797 719 835
45 942 355
920 845 712
342 872 184
243 640 16
696 471 648
381 862 218
952 395 527
15 809 641
703 120 350
216 197 639
826 757 976
446 301 685
663 530 712
669 726 151
828 772 257
437 499 675
364 334 590
263 523 920
877 723 446
409 282 913
347 913 823
466 882 700
453 267 789
489 797 231
626 439 968
282 19 814
700 848 107
779 302 707
407 275 17
723 41 733
757 471 112
157 128 195
220 514 425
521 411 244
797 829 265
958 694 101
889 132 182
237 567 249
976 577 123
600 349 768
501 512 967
84 106 981
123 336 414
594 121 827
767 733 154
654 978 341
721 255 148
294 259 374
211 893 392
174 785 784
708 286 279
948 79 255
806 22 808
365 667 242
725 151 48
25 781 685
856 281 772
603 243 266
877 233 833
441 318 870
756 65 538
909 794 321
327 533 276
182 69 840
162 78 690
117 272 58
441 31 787
454 162 396
666 465 964
392 403 107
96 944 875
624 420 616
12 483 295
477 491 334
654 227 750
589 369 948
365 527 895
571 905 165
89 83 766
960 377 349
387 838 562
398 578 415
32 543 897
954 411 466
276 655 438
827 408 384
825 120 399
42 969 868
950 240 902
326 46 499
680 159 523
307 395 26
974 734 483
219 877 965
917 108 439
589 743 963
573 593 538
146 439 139
886 196 124
555 598 518
410 730 320
419 387 233
546 309 595
538 440 285
694 51 491
221 253 464
887 583 401
294 970 452
359 461 579
271 201 40
644 757 107
335 258 720
492 681 890
141 480 987
119 958 25
710 150 286
733 673 419
355 417 997
393 165 845
471 819 319
357 93 440
775 810 147
820 833 230
951 948 466
663 8 133
625 193 301
760 399 311
98 603 600
857 673 969
450 103 862
638 284 809
123 410 753
173 657 277
794 972 975
431 391 834
267 141 140
707 732 119
185 84 324
435 200 673
136 397 576
404 836 966
145 34 352
605 441 346
602 342 68
48 6 633
814 871 808
344 213 901
410 908 114
231 86 775
119 948 995
812 586 373
518 276 825
751 787 236
116 10 563
646 933 527
377 958 714
244 140 15
255 163 199
46 35 828
822 435 773
394 119 482
372 823 414
837 501 585
809 939 908
365 679 889
262 43 228
341 16 399
843 522 789
750 295 858
608 194 267
935 824 714
353 698 178
112 479 775
177 556 373
633 218 742
181 775 352
960 607 928
702 42 209
664 728 227
198 338 407
815 196 291
789 235 963
10 303 113
463 142 708
846 313 390
777 848 228
701 929 70
798 330 21
735 132 448
236 358 536
662 651 553
981 540 442
701 708 797
760 384 245
194 332 775
5 97 798
80 341 63
955 982 264
485 3 493
716 119 835
845 398 124
273 175 271
784 961 658
54 540 55
853 541 361
187 655 582
799 626 284
872 849 994
505 164 457
474 94 944
320 306 615
277 247 487
394 405 335
157 834 1000
517 212 862
440 273 927
129 303 557
211 825 491
579 86 731
514 949 714
352 587 325
786 105 872
772 639 976
911 142 251
785 614 78
213 756 45
729 893 531
93 267 358
599 724 772
355 566 885
514 729 956
399 614 598
692 167 677
305 711 55
512 618 592
323 290 196
659 797 704
811 109 792
496 407 222
237 937 512
571 910 28
348 732 4
794 302 201
962 583 333
560 571 943
135 935 649
44 606 991
466 833 223
471 510 436
721 731 651
308 489 814
674 591 729
114 205 438
666 130 272
374 858 476
287 213 729
299 903 329
676 974 442
29 751 37
88 896 23
530 155 635
733 626 522
301 630 243
921 728 109
550 210 908
99 271 250
839 806 576
399 847 768
486 352 457
138 84 160
70 842 928
107 78 564
398 116 221
784 370 997
194 110 821
489 392 135
100 576 141
433 353 188
299 11 337
222 682 658
499 538 611
742 572 644
525 724 328
282 17 452
590 360 702
216 324 805
452 847 782
670 590 21
726 174 192
827 181 244
962 821 145
816 668 637
500 237 221
383 719 67
47 63 232
172 523 909
763 49 914
104 572 330
404 958 109
423 815 499
496 390 994
244 448 294
225 102 237
394 255 886
168 533 487
95 640 391
716 46 599
938 856 550
330 245 384
17 242 254
301 78 797
306 11 15
381 481 327
183 323 354
935 167 219
955 43 730
668 247 577
12 599 590
320 877 10
537 411 235
561 273 870
198 826 98
478 79 712
176 228 934
358 471 533
47 516 867
898 871 658
977 777 576
675 387 398
195 455 817
194 33 469
435 929 168
102 387 54
536 378 682
829 527 917
692 847 616
685 797 671
518 667 373
210 804 826
483 133 73
467 845 870
252 178 495
362 924 821
862 713 124
467 56 389
37 332 56
783 68 286
781 56 237
400 420 635
545 723 445
461 315 635
253 275 968
531 694 592
950 110 480
326 506 494
613 912 942
579 824 76
696 479 475
189 368 887
318 585 251
828 421 302
933 366 76
934 170 621
347 586 946
465 693 810
537 324 791
502 893 711
250 71 575
28 422 141
217 245 39
914 17 807
823 733 19
260 162 77
631 82 920
584 623 224
802 532 515
494 776 111
151 866 71
464 329 730
682 404 160
696 171 265
155 117 317
579 287 602
179 17 825
268 490 860
204 193 128
451 941 296
642 914 465
450 45 707
212 970 533
126 545 797
365 686 288
841 829 729
527 202 9
718 143 416
25 9 819
222 483 120
317 134 69
621 96 311
884 375 248
824 280 815
823 342 437
161 367 247
33 556 436
685 156 405
811 217 465
844 80 13
550 895 943
669 191 250
852 294 525
228 568 177
283 167 168
98 575 921
938 385 174
133 469 540
667 509 938
120 459 154
877 961 213
682 812 527
138 578 54
359 606 359
405 672 53
839 857 834
140 484 48
41 915 919
724 39 308
499 931 321
981 582 23
435 115 305
352 799 711
586 890 800
36 198 770
496 488 719
139 296 583
489 202 612
53 646 819
610 732 23
13 690 85
968 423 838
203 125 484
656 58 173
782 773 404
25 792 336
412 720 707
418 161 717
557 677 680
785 424 941
202 923 777
219 567 814
744 913 79
419 338 56
341 192 631
426 323 98
827 495 264
34 752 166
286 589 588
525 647 343
401 455 789
128 109 632
761 283 150
904 337 646
325 491 847
449 867 154
885 962 739
173 51 497
251 474 259
956 286 931
981 104 494
7 546 617
700 58 827
697 730 311
751 154 323
632 187 842
404 957 367
317 286 853
697 543 337
649 234 155
889 861 128
203 711 996
937 20 823
500 113 176
756 516 182
609 465 563
573 695 760
37 932 356
304 540 366
908 920 657
944 453 373
62 531 728
229 739 860
27 135 304
518 427 855
533 276 231
437 862 547
61 905 714
689 112 481
833 668 519
553 540 476
201 53 650
31 25 860
856 21 698
281 779 742
750 854 309
830 298 554
532 309 233
82 873 966
84 921 267
888 872 626
11 359 574
962 862 286
868 844 741
578 249 696
776 917 526
920 228 731
449 799 205
377 740 919
751 345 758
617 560 747
429 452 986
423 913 266
862 423 886
490 255 677
420 847 255
914 966 836
324 240 645
616 356 103
897 582 178
373 298 665
271 441 119
397 373 778
924 548 93
808 622 917
235 705 72
711 396 358
551 360 591
421 751 125
239 58 305
197 85 316
555 378 886
484 294 961
173 39 998
493 948 295
342 587 677
180 711 828
166 502 648
609 963 647
284 777 664
672 577 34
717 61 400
599 280 681
206 148 545
469 283 958
683 888 729
733 703 360
631 513 501
749 523 383
526 516 954
370 543 921
704 369 580
350 159 749
283 607 30
134 391 27
974 776 51
397 130 842
905 546 126
956 151 351
770 316 461
804 867 944
301 665 322
629 508 228
82 477 376
248 26 477
821 720 531
912 295 660
962 554 901
170 724 476
490 199 329
275 785 419
374 670 169
400 199 488
550 717 127
608 600 591
244 285 239
184 575 487
904 829 683
211 24 38
751 115 697
367 23 658
751 599 875
129 686 213
484 694 428
602 887 268
432 430 95
839 335 382
366 190 144
209 850 234
391 982 831
869 975 286
107 276 272
849 573 911
830 216 569
812 384 394
478 811 144
206 189 296
924 229 485
805 773 277
751 649 304
238 321 523
663 515 301
802 251 195
278 407 164
49 165 251
852 419 351
263 3 593
684 355 349
490 95 485
873 494 664
126 388 379
429 840 627
605 659 232
729 118 575
511 110 803
176 678 474
726 411 494
557 789 56
895 913 555
199 456 322
51 397 422
831 349 515
518 220 30
453 476 413
661 65 623
340 82 107
440 747 401
74 400 727
323 393 704
27 933 149
663 176 759
58 732 404
458 662 708
953 286 981
38 101 109
763 782 530
172 28 572
806 542 793
646 960 911
313 743 155
655 877 476
976 198 61
793 759 527
925 952 892
368 142 301
709 191 161
710 374 448
329 289 38
970 777 800
301 348 782
369 128 843
750 345 37
804 322 878
244 581 297
601 260 771
478 605 50
312 596 672
279 663 111
530 124 53
841 493 534
423 449 174
465 668 679
16 514 433
876 947 498
417 334 558
460 315 711
502 439 531
220 166 724
416 817 872
827 243 431
497 280 912
51 933 752
321 476 78
120 475 508
774 471 92
236 92 862
163 95 839
543 896 201
720 870 287
774 451 717
209 240 230
566 810 215
553 685 208
165 557 494
425 213 150
303 480 450
292 874 400
334 450 636
82 830 225
124 208 254
899 856 321
517 140 984
363 192 27
759 248 590
276 89 525
312 168 718
674 450 555
257 248 472
96 802 733
879 292 299
612 513 10
346 175 459
304 394 963
143 938 39
789 917 692
666 802 8
927 216 95
494 608 78
473 104 944
595 169 49
431 342 959
410 113 888
478 63 976
895 88 735
912 607 120
777 290 307
788 423 587
360 327 534
155 114 653
237 779 796
704 15 383
16 142 246
807 368 339
579 763 333
913 932 30
208 713 3
964 728 108
917 96 706
238 760 666
689 357 386
974 938 554
194 862 559
714 721 890
372 484 567
59 226 128
877 587 924
315 534 984
502 193 769
736 298 70
576 10 108
185 861 729
189 595 251
922 351 215
711 19 537
132 262 462
926 579 336
504 30 632
694 604 26
201 209 394
623 9 327
206 395 11
817 362 286
907 161 434
539 276 303
367 841 723
375 667 819
146 372 473
467 2 618
386 128 731
262 1 513
6 509 698
794 412 854
780 120 444
323 889 208
638 564 117
414 790 629
385 954 668
428 21 421
594 647 714
681 391 406
917 853 272
124 478 809
954 93 615
199 61 189
3 206 39
194 401 430
77 194 617
893 25 559
542 265 427
979 34 299
972 421 164
506 663 475
609 247 610
197 906 143
29 439 797
634 232 422
437 830 968
868 624 324
477 172 759
39 432 576
641 783 608
624 420 767
652 675 247
190 396 993
422 888 18
367 446 176
575 362 452
585 652 385
644 649 874
4 981 204
232 640 627
376 473 770
436 567 151
292 268 446
715 679 733
18 804 774
817 930 983
716 119 545
9 35 950
737 423 533
865 797 490
219 961 636
492 578 180
529 954 69
88 250 792
395 967 640
399 968 152
78 198 1000
179 235 368
298 673 931
284 241 829
871 687 281
34 868 905
894 673 732
666 837 49
741 109 452
93 343 213
721 951 702
420 387 694
396 157 901
526 793 83
551 910 714
871 57 901
734 857 816
275 757 11
683 943 832
53 451 608
574 436 415
758 930 273
197 322 431
799 274 500
97 543 113
105 885 267
220 230 811
73 451 236
156 960 185
710 917 925
355 959 44
634 255 70
522 643 865
747 561 900
777 708 455
397 253 428
435 759 578
282 270 767
959 885 289
290 107 497
753 180 736
983 657 647
375 80 21
648 193 497
386 74 76
474 93 78
708 665 327
104 959 23
491 848 120
683 941 656
280 863 37
268 898 778
276 819 43
310 889 921
116 709 714
859 464 223
813 480 321
278 118 717
46 890 293
465 974 94
334 475 928
105 506 60
522 624 540
268 560 103
201 696 988
419 622 9
468 76 258
433 968 536
573 78 518
130 580 715
477 732 200
113 152 710
682 366 773
122 246 38
657 700 885
712 656 162
260 383 297
11 690 368
962 59 773
536 935 872
748 135 876
468 863 565
537 603 18
26 959 383
870 335 714
277 954 255
19 913 619
458 280 820
890 857 913
40 299 543
683 809 974
10 327 279
971 235 878
183 861 312
750 248 119
895 596 37
441 71 743
215 924 162
348 667 90
813 198 473
662 82 303
178 34 951
519 504 671
20 415 564
776 532 351
903 549 142
374 625 271
217 591 648
466 931 309
177 743 699
118 452 689
677 193 991
593 887 778
132 573 135
977 26 596
80 108 251
161 183 886
864 62 497
122 884 913
173 820 281
282 362 13
122 440 475
617 977 780
919 657 732
414 677 894
800 96 266
862 459 67
408 177 738
587 438 398
922 199 156
980 672 253
873 351 704
929 816 416
280 638 492
758 4 271
437 15 468
119 41 789
747 645 52
439 483 523
445 247 917
256 64 702
650 820 706
180 781 961
742 95 550
648 330 547
376 533 163
351 658 885
297 334 616
659 90 207
545 578 900
371 778 937
463 467 303
856 108 409
87 555 293
672 72 940
729 320 698
337 537 682
659 680 982
883 756 737
338 722 103
471 243 875
376 10 4
326 729 390
489 35 870
482 593 169
615 73 342
898 85 614
113 301 429
284 257 789
51 145 387
242 771 927
117 74 673
599 51 878
290 442 568
132 795 204
710 223 803
971 354 107
551 598 81
799 506 374
220 288 196
974 300 395
984 690 601
604 323 817
460 931 535
730 452 527
569 300 207
664 531 106
711 232 608
309 341 22
952 84 656
342 491 817
817 556 52
294 237 88
264 652 369
575 898 421
61 842 921
203 342 90
870 285 132
880 982 10
32 363 60
124 676 978
932 288 169
589 66 707
108 810 547
560 666 303
65 582 333
442 458 73
585 748 935
749 829 689
265 631 25
304 246 901
595 835 606
369 699 493
123 152 857
82 242 759
745 630 709
360 469 770
523 734 283
720 728 833
915 593 944
702 691 868
389 812 862
468 977 899
444 478 756
953 555 621
691 913 663
292 263 242
642 74 360
959 276 656
742 263 959
973 841 879
22 897 450
787 847 155
886 725 922
882 152 695
286 209 733
322 907 769
153 625 365
777 92 196
586 225 784
710 798 356
497 316 668
119 179 332
433 722 288
892 485 627
56 466 913
108 836 986
699 21 72
643 169 696
708 638 276
324 365 193
359 407 46
700 6 152
511 543 647
48 32 836
817 586 218
35 511 437
118 505 821
460 491 104
541 425 990
449 544 106
780 928 631
557 309 369
812 27 63
201 717 173
837 164 62
782 637 570
613 809 248
393 688 382
188 370 87
505 224 218
932 825 906
896 172 126
901 707 116
217 129 332
271 394 467
637 856 481
518 626 438
445 811 971
912 329 518
421 478 456
800 86 202
417 830 785
617 225 423
457 471 673
434 182 139
864 87 287
397 893 862
318 907 611
708 562 370
255 465 934
707 293 188
877 857 624
229 420 81
10 20 663
44 98 16
141 588 73
78 72 219
667 658 179
130 425 518
744 26 373
981 828 934
927 160 839
245 429 143
662 76 233
13 965 456
628 317 540
480 743 722
334 753 632
744 222 944
936 506 779
355 739 726
715 853 222
776 545 349
745 705 522
619 161 384
213 227 173
947 80 557
490 65 378
748 752 422
733 756 691
20 436 239
978 824 265
800 340 145
758 409 723
284 86 542
712 529 813
149 429 210
539 533 521
451 584 775
868 155 32
174 763 861
801 897 95
815 284 531
909 901 265
138 405 376
777 898 975
391 498 451
573 728 88
121 394 635
387 124 266
638 651 768
297 925 962
509 358 405
846 16 307
561 560 685
356 284 886
190 677 292
249 487 289
888 833 174
632 120 690
590 560 315
435 807 899
184 215 843
164 67 102
739 783 488
783 214 951
263 681 984
210 933 338
158 766 348
110 183 565
639 321 988
311 686 31
574 305 46
288 576 636
284 878 175
52 750 541
171 162 579
224 900 172
671 858 834
818 312 742
318 418 683
183 527 339
756 631 304
670 570 39
38 929 642
135 912 75
319 373 873
242 104 436
68 713 641
605 848 266
158 207 734
900 605 215
629 261 439
242 596 690
142 465 69
530 403 578
638 929 855
111 957 779
618 866 945
193 366 200
853 365 650
709 358 490
709 51 750
791 613 252
382 18 886
212 256 236
539 29 150
231 579 661
943 813 934
399 207 593
593 502 203
808 841 902
4 146 689
14 523 727
422 829 912
889 494 475
797 43 518
959 338 981
608 399 653
633 36 806
549 143 640
165 952 106
926 681 598
78 751 957
912 646 111
499 438 152
930 364 818
969 330 832
855 307 795
668 676 71
865 884 935
873 543 551
573 908 595
333 219 220
970 67 49
330 216 817
811 467 305
38 852 816
934 889 224
648 167 454
959 375 608
179 742 276
972 668 392
718 477 432
369 666 427
585 808 600
554 543 175
15 901 101
850 978 195
191 979 794
900 104 607
265 859 828
835 566 305
300 628 122
799 427 809
153 501 887
319 462 419
93 508 542
831 252 747
344 265 601
825 877 960
130 236 613
764 742 583
950 79 316
742 121 356
469 753 865
253 7 197
273 947 637
113 429 981
672 434 719
423 451 758
421 344 972
360 241 441
894 404 21
893 596 985
713 163 487
725 561 885
559 515 153
114 810 569
548 348 676
355 440 860
588 231 657
77 634 773
56 621 274
982 628 616
588 46 381
677 549 857
670 308 887
778 576 572
64 223 577
658 937 151
943 424 707
810 479 317
618 773 685
908 869 303
855 230 754
245 203 68
74 29 830
668 29 402
192 553 455
723 888 525
29 32 838
874 12 692
512 396 743
895 922 839
168 552 567
710 104 827
566 665 221
160 562 424
564 317 206
163 351 821
515 189 272
389 94 904
413 658 57
115 187 856
946 98 148
230 681 418
69 960 433
691 560 252
270 861 464
734 706 595
441 708 711
325 307 759
938 978 641
523 836 229
882 808 409
792 727 105
113 951 335
962 1807
48 597 688
688 50 783
512 589 144
954 801 286
44 455 483
667 11 767
914 716 195
429 456 129
746 428 919
892 549 399
646 579 294
652 181 230
115 280 631
166 30 542
954 596 403
716 353 592
816 170 316
922 856 377
954 371 195
297 430 406
462 254 980
667 761 612
438 934 987
359 367 546
146 298 206
140 810 801
756 301 291
932 643 821
165 469 250
18 30 877
456 895 253
559 14 320
284 728 875
896 778 522
713 687 683
689 107 296
373 689 783
583 587 74
433 29 929
335 807 34
892 359 548
15 734 969
784 418 68
474 581 969
389 706 46
345 388 631
778 737 958
924 796 235
337 265 91
452 962 896
443 267 654
824 211 929
739 779 388
545 591 279
704 833 644
120 28 152
368 864 6
645 14 888
453 573 327
30 211 380
687 33 809
667 77 64
474 675 757
581 705 771
669 800 612
962 565 405
352 905 701
479 423 733
208 600 119
